fhrs_address,fhrs_lat,fhrs_lng,matched_address2,matched_lat,matched_lng
"United newsagents ltd, 104 Peckham High Street, London, SE15 5ED",51.473722,-0.068436,"NEWS MARK, 104 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47368635,-0.068496965
"Vestry fish bar, 35 Vestry Road, London, SE5 8PG",51.470704,-0.081781,"35 VESTRY ROAD, LONDON, SE5 8PG",51.47110274,-0.082025831
"Victory food store, 82 Peckham High Street, London, SE15 5ED",51.473722,-0.068436,"VICTORY FOOD & WINE, 82 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47353668,-0.069237669
"Village grocer, 178, Bellenden Road, London, SE15 4BW",51.466859,-0.073218,"PAYLESS FOOD, 178 BELLENDEN ROAD, LONDON, SE15 4BW",51.46710412,-0.072892664
"Wang jia supermarket, 205 Rye Lane, London, SE15 4TP",51.467749,-0.066687,"WANG JIA SUPERMARKET, 205 RYE LANE, LONDON, SE15 4TP",51.46769398,-0.066662359
"Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST",51.469866,-0.068008,"RYE LANE CHINESE, 125 RYE LANE, LONDON, SE15 4ST",51.47014049,-0.068329959
"Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ",51.464587,-0.058139,"WESTMINSTER HOUSE YOUTH CLUB, 29 NUNHEAD GROVE, LONDON, SE15 3LZ",51.46450214,-0.057648529
"Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"WING TAI CHINESE SUPERMARKET, UNIT 11A, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW",51.472746,-0.068693,"TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094
"Yesil irmak, 107 Peckham High Street, London, SE15 5RS",51.473836,-0.069309,"YESIL IRMAK, 107 PECKHAM HIGH STREET, LONDON, SE15 5RS",51.47404393,-0.068913855
"Yilmaz kebab, 277 Rye Lane, London, SE15 4UA",51.46589,-0.0657,"YILMAZ, 277 RYE LANE, LONDON, SE15 4UA",51.4661504,-0.065762985
"Yogi newsfare, 123 Bellenden Road, London, SE15 4QY",51.467913,-0.072281,"YOGI, 123 BELLENDEN ROAD, LONDON, SE15 4QY",51.46781334,-0.07227247
"Yop city le marche, 32a, Peckham High Street, London, SE15 5DP",51.473214,-0.070891,"A E WILSON CYCLES, 32 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47330498,-0.071551383
"Young parents education centre, 18 St Marys Road, London, SE15 2DW",51.472298,-0.055162,"SOUTHWARK EDUCATION SUPPORT, 18 ST. MARY'S ROAD, LONDON, SE15 2DW",51.47202493,-0.055031911
"Z a afro foods, 80 Rye Lane, London, SE15 4RY",51.470033,-0.068865,"ZA AFRO FOOD, 80 RYE LANE, LONDON, SE15 4RY",51.47002322,-0.06885326
"Z a butchers, 80 Rye Lane, London, SE15 4RY",51.470033,-0.068865,"ZA AFRO FOOD, 80 RYE LANE, LONDON, SE15 4RY",51.47002322,-0.06885326
"Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP",51.473214,-0.070891,"SUPERMALTS, 64 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.4731037,-0.070249516
