classification_code,classification_desc,fhrs_address,matched_address,matched_lat,matched_lng,uprn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"The childrens society, 91 Queens Road, London, SE15 2EZ","THE CHILDRENS SOCIETY, 91 QUEENS ROAD, LONDON, SE15 2EZ",51.47417623,-0.060585153,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"The clf art cafe, 133 Copeland Road, London, SE15 3SN","BABOO (WHOLESALE MEATS) LTD, UNIT 8, INDUSTRIAL PARK, 133 COPELAND ROAD, LONDON, SE15 3SN",51.47000756,-0.065765147,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The golden anchor, 16 Evelina Road, London, SE15 2DX","THE GOLDEN ANCHOR, 16 EVELINA ROAD, LONDON, SE15 2DX",51.46943618,-0.052391918,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"The great wall, 24 Nunhead Green, London, SE15 3QF","THE GREAT WALL, 24 NUNHEAD GREEN, LONDON, SE15 3QF",51.46512738,-0.058276611,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The greyhound, 109 Peckham High Street, London, SE15 5SE","THE GREYHOUND, 109 PECKHAM HIGH STREET, LONDON, SE15 5SE",51.47416452,-0.068591966,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR04,Additional Mail / Packet Addressee,"The kentish drovers, 71 Peckham High Street, London, SE15 5RS","KENTISH DROVERS, 71 PECKHAM HIGH STREET, LONDON, SE15 5RS",51.4736961,-0.070181317,10091837913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"The lovely house, 119 Bellenden Road, London, SE15 4QY","LOVELY HOUSE RESTAURANT, 119 BELLENDEN ROAD, LONDON, SE15 4QY",51.4679032,-0.072268683,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"The melange chocolate, 184 Bellenden Road, London, SE15 4BW","THE MELANGE CHOCOLATE, 184 BELLENDEN ROAD, LONDON, SE15 4BW",51.46703294,-0.072938856,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"The mighty pound, Unit 2, 117 Rye Lane, London, SE15 4ST","MIGHTY POUND, 117 RYE LANE, LONDON, SE15 4ST",51.47025921,-0.068440133,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The montpelier, 43 Choumert Road, London, SE15 4AR","THE MONTPELIER, 43 CHOUMERT ROAD, LONDON, SE15 4AR",51.46756429,-0.070252884,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The nags head, 231 Rye Lane, London, SE15 4TP","THE NAGS HEAD, 231 RYE LANE, LONDON, SE15 4TP",51.46721269,-0.065833242,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD06,Self Contained Flat (Includes Maisonette / Apartment),"The peckham pelican, Pelican House, 92 Peckham Road, London, SE15 5PY","FLAT 7, PELICAN HOUSE, 92 PECKHAM ROAD, LONDON, SE15 5PY",51.47405151,-0.077035021,10009805551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR06,Public House / Bar / Nightclub,"The victorian inn, Victoria Inn, 77 Choumert Road, London, SE15 4AR","THE VICTORIA INN, 77 CHOUMERT ROAD, LONDON, SE15 4AR",51.46737016,-0.072118377,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP,Property Shell,"The villa nursery, 54 Lyndhurst Grove, London, SE15 5AH","54 LYNDHURST GROVE, LONDON, SE15 5AH",51.46988272,-0.077815049,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"The white horse, 20 Peckham Rye, London, SE15 4JR","WHITE HORSE, 20 PECKHAM RYE, LONDON, SE15 4JR",51.46605045,-0.067336516,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Three c's, 184 Rye Lane, London, SE15 4NF","CROSSWAYS, 184 RYE LANE, LONDON, SE15 4NF",51.46724727,-0.066839616,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Timgrace variety stores, 94 Peckham High Street, London, SE15 5ED","TIMOGRACE VARIETY STORES, 94 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47366602,-0.068901015,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Tops caribbean, 173 Queens Road, London, SE15 2ND","TOPS CARRIBEAN, 173 QUEENS ROAD, LONDON, SE15 2ND",51.47355165,-0.056536538,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI04,Warehouse / Store / Storage Depot,"Total uk ltd (spar), 37 Peckham Road, London, SE5 8UH","BUNGALOW, 37 PECKHAM ROAD, LONDON, SE5 8UH",51.47392782,-0.081561742,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Truly african ltd, 94 Rye Lane, London, SE15 4RZ","LAY CASH & CARRY, 94 RYE LANE, LONDON, SE15 4RZ",51.46945091,-0.068503069,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Two sisters, 4 Gibbon Road, London, SE15 2AS","TWO SISTERS TANDOORI, 4 GIBBON ROAD, LONDON, SE15 2AS",51.46840968,-0.052853175,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Uk food store ltd, 30 Rye Lane, London, SE15 5BS","UK FOODS, 30 RYE LANE, LONDON, SE15 5BS",51.47189645,-0.070113274,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"United meats butchers, 62 Peckham High Street, London, SE15 5DP","UNITED MEATS, 62 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47311316,-0.070277916,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"United newsagents ltd, 104 Peckham High Street, London, SE15 5ED","NEWS MARK, 104 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47368635,-0.068496965,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Vestry fish bar, 35 Vestry Road, London, SE5 8PG","35 VESTRY ROAD, LONDON, SE5 8PG",51.47110274,-0.082025831,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Victory food store, 82 Peckham High Street, London, SE15 5ED","VICTORY FOOD & WINE, 82 PECKHAM HIGH STREET, LONDON, SE15 5ED",51.47353668,-0.069237669,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Village grocer, 178 Bellenden Road, London, SE15 4BW","PAYLESS FOOD, 178 BELLENDEN ROAD, LONDON, SE15 4BW",51.46710412,-0.072892664,10000809629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Wang jia supermarket, 205 Rye Lane, London, SE15 4TP","WANG JIA SUPERMARKET, 205 RYE LANE, LONDON, SE15 4TP",51.46769398,-0.066662359,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Welcome to jamaican village of vegetable, Forecourt After, 125 Rye Lane, London, SE15 4ST","RYE LANE CHINESE, 125 RYE LANE, LONDON, SE15 4ST",51.47014049,-0.068329959,10000812933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Westminster house youth club, 29 Nunhead Grove, London, SE15 3LZ","WESTMINSTER HOUSE YOUTH CLUB, 29 NUNHEAD GROVE, LONDON, SE15 3LZ",51.46450214,-0.057648529,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Wing tai chinese supermarket, Unit 11a The Aylesham Centre, Rye Lane, London, SE15 5EW","WING TAI CHINESE SUPERMARKET, UNIT 11A, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01,Office / Work Studio,"Wing tai restaurant, Unit 15 The Aylesham Centre, Rye Lane, London, SE15 5EW","TIGER MANAGEMENT, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",51.47273616,-0.068681094,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Yesil irmak, 107 Peckham High Street, London, SE15 5RS","YESIL IRMAK, 107 PECKHAM HIGH STREET, LONDON, SE15 5RS",51.47404393,-0.068913855,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Yilmaz kebab, 277 Rye Lane, London, SE15 4UA","YILMAZ, 277 RYE LANE, LONDON, SE15 4UA",51.4661504,-0.065762985,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,Dual Use,"Yogi newsfare, 123 Bellenden Road, London, SE15 4QY","YOGI, 123 BELLENDEN ROAD, LONDON, SE15 4QY",51.46781334,-0.07227247,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Yop city le marche, 32a Peckham High Street, London, SE15 5DP","A E WILSON CYCLES, 32 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.47330498,-0.071551383,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO01GV,Central Government Service,"Young parents education centre, 18 St Marys Road, London, SE15 2DW","SOUTHWARK EDUCATION SUPPORT, 18 ST. MARY'S ROAD, LONDON, SE15 2DW",51.47202493,-0.055031911,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Z a afro foods, 80 Rye Lane, London, SE15 4RY","ZA AFRO FOOD, 80 RYE LANE, LONDON, SE15 4RY",51.47002322,-0.06885326,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Z a butchers, 80 Rye Lane, London, SE15 4RY","ZA AFRO FOOD, 80 RYE LANE, LONDON, SE15 4RY",51.47002322,-0.06885326,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR08,Shop / Showroom,"Zara's tropical food store, 64 Peckham High Street, London, SE15 5DP","SUPERMALTS, 64 PECKHAM HIGH STREET, LONDON, SE15 5DP",51.4731037,-0.070249516,2.00003E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
